"","stationName","latitude","longitude","stAddress1"
"327","Union Ave & Jackson St","40.7160751","-73.952029","Union Ave & Jackson St"
"328","Frost St & Meeker St","40.71764","-73.94882","Frost St & Meeker St"
"329","Berry St & N 8 St","40.7190095","-73.95852515","Berry St & N 8 St"
"330","N 6 St & Bedford Ave","40.71745169","-73.95850939","N 6 St & Bedford Ave"
"331","Graham Ave & Withers St","40.7169811","-73.94485918","Graham Ave & Withers St"
"332","Graham Ave & Herbert St","40.71929301","-73.94500379","Graham Ave & Herbert St"
"333","Union Ave & N 12 St","40.71924","-73.95242","Union Ave & N 12 St"
"334","Nassau Ave & Newell St","40.7248125644002","-73.947526216507","Nassau Ave & Newell St"
"335","N 12 St & Bedford Ave","40.72079821","-73.95484712","N 12 St & Bedford Ave"
"336","Driggs Ave & Lorimer St","40.72179134","-73.9504154","Driggs Ave & Lorimer St"
"337","N 15 St & Wythe Ave","40.724055","-73.955736","N 15 St & Wythe Ave"
"338","Driggs Ave & N Henry St","40.72325","-73.94308","Driggs Ave & N Henry St"
"339","Bedford Ave & Nassau Ave","40.72311651","-73.95212324","Bedford Ave & Nassau Ave"
"340","Nassau Ave & Russell St","40.72557","-73.94434","Nassau Ave & Russell St"
"341","Banker St & Meserole Ave","40.72606","-73.95621","Banker St & Meserole Ave"
"342","Meserole Ave & Manhattan Ave","40.72708584","-73.95299117","Meserole Ave & Manhattan Ave"
"343","Milton St & Franklin St","40.72906","-73.95779","Milton St & Franklin St"
"344","Greenpoint Ave & Manhattan Ave","40.73026","-73.95394","Greenpoint Ave & Manhattan Ave"
"345","India St & Manhattan Ave","40.73232194","-73.9550858","India St & Manhattan Ave"
"346","Huron St & Franklin St","40.73266","-73.95826","Huron St & Franklin St"
"347","Franklin St & Dupont St","40.73564","-73.95866","Franklin St & Dupont St"
"348","McGuinness Blvd & Eagle St","40.73555","-73.95284","McGuinness Blvd & Eagle St"
"349","Vernon Blvd & 50 Ave","40.74232744","-73.95411749","Vernon Blvd & 50 Ave"
"350","Jackson Ave & 46 Rd","40.74524768","-73.94733276","Jackson Ave & 46 Rd"
"351","48 Ave & 5 St","40.7443632870669","-73.9558732509613","48 Ave & 5 St"
"352","31 St & Thomson Ave","40.74469738","-73.93540375","31 St & Thomson Ave"
"353","46 Ave & 5 St","40.74731","-73.95451","46 Ave & 5 St"
"354","45 Rd & 11 St","40.74708586","-73.94977234","45 Rd & 11 St"
"355","44 Dr & Jackson Ave","40.74718234","-73.9432635","44 Dr & Jackson Ave"
"356","9 St & 44 Rd","40.74966","-73.9521","9 St & 44 Rd"
"357","21 St & 43 Ave","40.75052534","-73.94594845","21 St & 43 Ave"
"358","Queens Plaza North & Crescent St","40.75110165","-73.94073717","Queens Plaza North & Crescent St"
"359","21 St & Queens Plaza North","40.75325964","-73.94335788","21 St & Queens Plaza North"
"360","E 68 St & 3 Ave","40.7671284034954","-73.9622461795807","E 68 St & 3 Ave"
"361","E 59 St & Madison Ave","40.76350532","-73.97109243","E 59 St & Madison Ave"
"362","3 Ave & E 62 St","40.76312584","-73.96526895","3 Ave & E 62 St"
"363","E 75 St & 3 Ave","40.77112927","-73.95772297","E 75 St & 3 Ave"
"364","5 Ave & E 63 St","40.766368","-73.971518","5 Ave & E 63 St"
"365","5 Ave & E 73 St","40.77282817","-73.96685276","5 Ave & E 73 St"
"366","E 72 St & Park Ave","40.7711828754066","-73.9640942215919","E 72 St & Park Ave"
"367","1 Ave & E 78 St","40.77140426","-73.9535166","1 Ave & E 78 St"
"368","1 Ave & E 68 St","40.76500525","-73.95818491","1 Ave & E 68 St"
"369","1 Ave & E 62 St","40.7612274","-73.96094022","1 Ave & E 62 St"
"370","5 Ave & E 78 St","40.7763214218227","-73.9642739295959","5 Ave & E 78 St"
"371","E 81 St & Park Ave","40.77677702","-73.9590097","E 81 St & Park Ave"
"372","E 84 St & Park Ave","40.77862688","-73.95772073","E 84 St & Park Ave"
"373","E 81 St & 3 Ave","40.77573034","-73.9567526","E 81 St & 3 Ave"
"374","E 85 St & 3 Ave","40.77801203","-73.95407149","E 85 St & 3 Ave"
"375","E 84 St & 1 Ave","40.77565541","-73.95068615","E 84 St & 1 Ave"
"376","E 85 St & York Ave","40.77536905","-73.94803392","E 85 St & York Ave"
"377","E 81 St & York Ave","40.7728384","-73.94989233","E 81 St & York Ave"
"378","3 Ave & E 71 St","40.76873687","-73.96119945","3 Ave & E 71 St"
"379","E 77 St & 3 Ave","40.77314236","-73.95856158","E 77 St & 3 Ave"
"380","Lexington Ave & E 63 St","40.76440023","-73.96648977","Lexington Ave & E 63 St"
"381","E 72 St & York Ave","40.76663814","-73.95348296","E 72 St & York Ave"
"382","East End Ave & E 86 St","40.77518615","-73.94446054","East End Ave & E 86 St"
"383","W 63 St & Broadway","40.77163851","-73.98261428","W 63 St & Broadway"
"384","W 67 St & Broadway","40.77492513","-73.98266566","W 67 St & Broadway"
"385","Central Park West & W 76 St","40.77896784","-73.97374737","Central Park West & W 76 St"
"386","W 76 St & Columbus Ave","40.7801839724239","-73.9772853255272","W 76 St & Columbus Ave"
"387","W 78 St & Broadway","40.78339981","-73.98093133","W 78 St & Broadway"
"388","Central Park West & W 68 St","40.7734066","-73.97782542","Central Park West & W 68 St"
"389","Columbus Ave & W 72 St","40.7770575","-73.97898475","Columbus Ave & W 72 St"
"390","Central Park West & W 72 St","40.7757937668367","-73.9762057363987","Central Park West & W 72 St"
"391","Riverside Dr & W 72 St","40.7805779901033","-73.9856243133545","Riverside Dr & W 72 St"
"392","Amsterdam Ave & W 73 St","40.7796680900731","-73.9809304475784","Amsterdam Ave & W 73 St"
"393","Central Park West & W 85 St","40.78472675","-73.96961715","Central Park West & W 85 St"
"394","Riverside Dr & W 82 St","40.78720869","-73.98128127","Riverside Dr & W 82 St"
"395","W 84 St & Columbus Ave","40.78499979","-73.97283406","W 84 St & Columbus Ave"
"396","Amsterdam Ave & W 82 St","40.78524672","-73.97667321","Amsterdam Ave & W 82 St"
"397","W 74 St & Columbus Ave","40.7785669","-73.97754961","W 74 St & Columbus Ave"
"398","Riverside Blvd & W 67 St","40.777507027548","-73.9888858795166","Riverside Blvd & W 67 St"
"399","W 70 St & Amsterdam Ave","40.77748046","-73.98288594","W 70 St & Amsterdam Ave"
"400","W 84 St & Broadway","40.7867947","-73.977112","W 84 St & Broadway"
"401","Riverside Dr & W 78 St","40.78414472","-73.98362492","Riverside Dr & W 78 St"
"402","Park Ave & Marcus Garvey Blvd","40.698617","-73.941342","Park Ave & Marcus Garvey Blvd"
"403","Brooklyn Bridge Park - Pier 2","40.69878","-73.99712","Brooklyn Bridge Park - Pier 2"
"404","Exchange Place","40.7162469","-74.0334588","Exchange Place"
"405","Paulus Hook","40.7141454","-74.0335519","Paulus Hook"
"406","City Hall","40.7177325","-74.043845","City Hall"
"407","Grove St PATH","40.7195861164717","-74.0431174635887","Grove St PATH"
"408","Warren St","40.7211236","-74.03805095","Warren St"
"409","Union St","40.7182113","-74.0836394","Union St"
"410","Liberty Light Rail","40.7112423","-74.0557013","Liberty Light Rail"
"411","Lincoln Park","40.7246050998869","-74.0784059464931","Lincoln Park"
"412","McGinley Square","40.7253399253558","-74.0676221251488","McGinley Square"
"413","Sip Ave","40.7307426253066","-74.0637838840485","Sip Ave"
"414","Riverview Park","40.7443187","-74.0439909","Riverview Park"
"415","Heights Elevator","40.7487159453802","-74.0404433012009","Heights Elevator"
"416","Newport Pkwy","40.7287448","-74.0321082","Newport Pkwy"
"417","Dey St","40.737711","-74.066921","Dey St"
"418","Newport PATH","40.7272235","-74.0337589","Newport PATH"
"419","Hamilton Park","40.727595966","-74.044247311","Hamilton Park"
"420","JC Medical Center","40.7165397809919","-74.0496379137039","JC Medical Center"
"421","Hilltop","40.7311689","-74.0575736","Hilltop"
"422","Oakland Ave","40.7376037","-74.0524783","Oakland Ave"
"423","Brunswick St","40.7241765","-74.0506564","Brunswick St"
"424","Pershing Field","40.742677141","-74.051788633","Pershing Field"
"425","Newark Ave","40.72152515","-74.046304543","Newark Ave"
"426","Christ Hospital","40.734785818","-74.050443636","Christ Hospital"
"427","Van Vorst Park","40.71848892","-74.047726625","Van Vorst Park"
"428","Essex Light Rail","40.7127742","-74.0364857","Essex Light Rail"
"429","5 Corners Library","40.7349610200095","-74.0595030784607","5 Corners Library"
"430","47 Ave & 31 St","40.743","-73.93561","47 Ave & 31 St"
"431","E 55 St & 3 Ave","40.7589965596051","-73.9686539769173","E 55 St & 3 Ave"
"432","Baldwin at Montgomery","40.7236589","-74.0641943","Baldwin at Montgomery"
"433","W 82 St & Central Park West","40.78275","-73.97137","W 82 St & Central Park West"
"434","E 67 St & Park Ave","40.7678008014813","-73.9659208059311","E 67 St & Park Ave"
"435","Bond St & Fulton St","40.6896218879033","-73.9830426871777","Bond St & Fulton St"
"436","E 48 St & 5 Ave","40.7572456791173","-73.978059142828","E 48 St & 5 Ave"
"437","E 41 St & Madison Ave","40.752165280622","-73.9799219369888","E 41 St & Madison Ave"
"438","W 42 St & Dyer Ave","40.7589848139963","-73.9937996864319","W 42 St & Dyer Ave"
"439","Monroe St & Tompkins Ave","40.686203","-73.944694","Monroe St & Tompkins Ave"
"440","Schermerhorn St & Court St","40.6910292567797","-73.991833627224","Schermerhorn St & Court St"
"441","E 58 St & 1 Ave","40.7589238637769","-73.9622622728348","E 58 St & 1 Ave"
"442","University Pl & E 8 St","40.7314372408523","-73.9949034154415","University Pl & E 8 St"
"443","Verona Pl & Fulton St","40.6803560840434","-73.9476791024208","Verona Pl & Fulton St"
"444","Pier 40 - Hudson River Park","40.7277140777778","-74.011295735836","Pier 40 - Hudson River Park"
"445","W 27 St & 10 Ave","40.7501815632568","-74.0021842718124","W 27 St & 10 Ave"
"446","9 Ave & W 28 St","40.7493702419328","-73.9992338418961","9 Ave & W 28 St"
"447","Mercer St & Bleecker St","40.7270636334831","-73.9966213703155","Mercer St & Bleecker St"
"448","Cooper Square & Astor Pl","40.7295149622495","-73.990752696991","Cooper Square & Astor Pl"
"449","Morris Canal","40.7124188237569","-74.0385255217552","Morris Canal"
"450","Lafayette Park","40.7134638266919","-74.0628585219383","Lafayette Park"
"451","Brunswick & 6th","40.7260117296463","-74.0503889322281","Brunswick & 6th"
"452","Jersey & 6th St","40.7252891078113","-74.0455716848373","Jersey & 6th St"
"453","Jersey & 3rd","40.7233315864644","-74.0459525585174","Jersey & 3rd"
"454","Manila & 1st","40.72165072488","-74.0428841114044","Manila & 1st"
"455","Columbus Drive","40.7183551982321","-74.0389144420624","Columbus Drive"
"456","Marin Light Rail","40.7145840353589","-74.042817056179","Marin Light Rail"
"457","Communipaw & Berry Lane","40.7143583687043","-74.0666109323502","Communipaw & Berry Lane"
"458","Monmouth and 6th","40.725685483629","-74.0487903356552","Monmouth and 6th"
"459","Dixon Mills","40.7216301426384","-74.0499678254128","Dixon Mills"
"460","Astor Place","40.719282200707","-74.071261882782","Astor Place"
"461","Leonard Gordon Park","40.7459099663156","-74.0572714805603","Leonard Gordon Park"
"462","5 Ave & E 88 St","40.78307","-73.95939","5 Ave & E 88 St"
"463","W 89 St & Columbus Ave","40.7882213","-73.97041561","W 89 St & Columbus Ave"
"464","E 88 St & Park Ave","40.78141070019","-73.9559590816498","E 88 St & Park Ave"
"465","W 87 St & Amsterdam Ave","40.78839","-73.9747","W 87 St & Amsterdam Ave"
"466","E 89 St & 3 Ave","40.7806284","-73.9521667","E 89 St & 3 Ave"
"467","E 88 St & 1 Ave","40.778301","-73.9488134","E 88 St & 1 Ave"
"468","W 90 St & Amsterdam Ave","40.7901794809508","-73.9728891849518","W 90 St & Amsterdam Ave"
"469","E 89 St & York Ave","40.7779453","-73.946041","E 89 St & York Ave"
"470","5 Ave & E 93 St","40.7857851","-73.957481","5 Ave & E 93 St"
"471","W 92 St & Broadway","40.7921","-73.9739","W 92 St & Broadway"
"472","E 91 St & Park Ave","40.7835016","-73.955327","E 91 St & Park Ave"
"473","Central Park W & W 96 St","40.79127","-73.964839","Central Park W & W 96 St"
"474","E 93 St & 2 Ave","40.7824541752799","-73.9489196240902","E 93 St & 2 Ave"
"475","6 St & 7 Ave","40.6686627","-73.97988067","6 St & 7 Ave"
"476","Warren St & Court St","40.686371","-73.99383324","Warren St & Court St"
"477","E 98 St & Park Ave","40.78813","-73.95206","E 98 St & Park Ave"
"478","Prospect Park West & 8 St","40.6651468153379","-73.9763760566711","Prospect Park West & 8 St"
"479","Columbus Ave & W 95 St","40.7919557","-73.968087","Columbus Ave & W 95 St"
"480","Columbus Ave & W 103 St","40.7969347","-73.9643412291","Columbus Ave & W 103 St"
"481","Butler St & Court St","40.6849894","-73.99440329","Butler St & Court St"
"482","6 Ave & 9 St","40.668127","-73.98377641","6 Ave & 9 St"
"483","E 91 St & 2 Ave","40.7811222993417","-73.9496558904648","E 91 St & 2 Ave"
"484","10 St & 7 Ave","40.6662078","-73.98199886","10 St & 7 Ave"
"485","West End Ave & W 94 St","40.7941654","-73.974124","West End Ave & W 94 St"
"486","Kane St & Clinton St","40.6861758","-73.99645295","Kane St & Clinton St"
"487","E 97 St & 3 Ave","40.7859201","-73.94860294","E 97 St & 3 Ave"
"488","14 St & 7 Ave","40.663779","-73.98396846","14 St & 7 Ave"
"489","Columbia St & Kane St","40.68763155","-74.0016256","Columbia St & Kane St"
"490","1 Ave & E 94 St","40.7817212","-73.94594","1 Ave & E 94 St"
"491","6 Ave & 12 St","40.6663181","-73.9854617","6 Ave & 12 St"
"492","W 95 St & Broadway","40.7937704","-73.971888","W 95 St & Broadway"
"493","Henry St & Degraw St","40.6847514","-73.99917254","Henry St & Degraw St"
"494","10 St & 5 Ave","40.6686273","-73.98700053","10 St & 5 Ave"
"495","2 Ave & E 96 St","40.7839636","-73.9471673","2 Ave & E 96 St"
"496","14 St & 5 Ave","40.666287","-73.98895053","14 St & 5 Ave"
"497","Central Park West & W 100 St","40.7940666081855","-73.9628684520721","Central Park West & W 100 St"
"498","Clinton St & Union St","40.6831164","-73.99785267","Clinton St & Union St"
"499","12 St & 4 Ave","40.668603","-73.9904394","12 St & 4 Ave"
"500","W 106 St & Central Park West","40.7981856","-73.9605909006","W 106 St & Central Park West"
"501","3 Ave & 14 St","40.6685455","-73.99333264","3 Ave & 14 St"
"502","Clinton St & Centre St","40.67434","-74.00194698","Clinton St & Centre St"
"503","3 Ave & E 100 St","40.7877214","-73.94728331","3 Ave & E 100 St"
"504","W 100 St & Manhattan Ave","40.795","-73.9645","W 100 St & Manhattan Ave"
"505","Degraw St & Smith St","40.6829151","-73.99318208","Degraw St & Smith St"
"506","Henry St & Bay St","40.6725058","-74.00494695","Henry St & Bay St"
"507","Riverside Dr & W 104 St","40.8013434","-73.9711457439","Riverside Dr & W 104 St"
"508","Degraw St & Hoyt St","40.681990442707","-73.9907902479172","Degraw St & Hoyt St"
"509","Columbia St & Lorraine St","40.6747055","-74.0075572","Columbia St & Lorraine St"
"510","Union St & 4 Ave","40.6772744","-73.98282002","Union St & 4 Ave"
"511","E 97 St & Madison Ave","40.787801","-73.953559","E 97 St & Madison Ave"
"512","Dwight St & Van Dyke St","40.673635513415","-74.0119555592537","Dwight St & Van Dyke St"
"513","2 Ave & E 99 St","40.7862586","-73.94552579","2 Ave & E 99 St"
"514","Berkeley Pl & 6 Ave","40.6765304","-73.97846879","Berkeley Pl & 6 Ave"
"515","Wolcott St & Dwight St","40.6753274","-74.0100698","Wolcott St & Dwight St"
"516","Central Park West & W 102 St","40.795346","-73.96186","Central Park West & W 102 St"
"517","Pioneer St & Richards St","40.6777748","-74.0094613","Pioneer St & Richards St"
"518","W 107 St & Columbus Ave","40.7997568","-73.9621128676","W 107 St & Columbus Ave"
"519","Pioneer St & Van Brunt St","40.679043","-74.011169","Pioneer St & Van Brunt St"
"520","Madison Ave & E 99 St","40.7894854155321","-73.9524292945862","Madison Ave & E 99 St"
"521","Berkeley Pl & 7 Ave","40.6751468387098","-73.9752320945263","Berkeley Pl & 7 Ave"
"522","Van Brunt St & Wolcott St","40.6773429","-74.01275056","Van Brunt St & Wolcott St"
"523","Coffey St & Conover St","40.677236","-74.015665","Coffey St & Conover St"
"524","Grand Army Plaza & Plaza St West","40.6729679","-73.97087984","Grand Army Plaza & Plaza St West"
"525","W 100 St & Broadway","40.7973721","-73.97041192","W 100 St & Broadway"
"526","E 102 St & 1 Ave","40.7869946","-73.94164802","E 102 St & 1 Ave"
"527","Sigourney St & Columbia St","40.6726724341095","-74.0087952464819","Sigourney St & Columbia St"
"528","3 St & Prospect Park West","40.668132","-73.97363831","3 St & Prospect Park West"
"529","E 66 St & Madison Ave","40.7680088930595","-73.9684528112411","E 66 St & Madison Ave"
"530","Amsterdam Ave & W 66 St","40.7746671","-73.98470567","Amsterdam Ave & W 66 St"
"531","W 106 St & Amsterdam Ave","40.8008363","-73.9664492472","W 106 St & Amsterdam Ave"
"532","Garfield Pl & 8 Ave","40.6711978","-73.97484126","Garfield Pl & 8 Ave"
"533","E 68 St & Madison Ave","40.7691572","-73.96703464","E 68 St & Madison Ave"
"534","Amsterdam Ave & W 79 St","40.7829391","-73.9786517","Amsterdam Ave & W 79 St"
"535","Carroll St & 6 Ave","40.6740886","-73.9787282","Carroll St & 6 Ave"
"536","Madison Ave & E 82 St","40.7781314","-73.96069399","Madison Ave & E 82 St"
"537","E 102 St & Park Ave","40.7904828","-73.95033068","E 102 St & Park Ave"
"538","Carroll St & 5 Ave","40.6751622","-73.9814832","Carroll St & 5 Ave"
"539","3 St & 7 Ave","40.6703837","-73.97839676","3 St & 7 Ave"
"540","West End Ave & W 107 St","40.8021174","-73.9681805305","West End Ave & W 107 St"
"541","5 Ave & E 103 St","40.7922553","-73.95249933","5 Ave & E 103 St"
"542","5 Ave & 3 St","40.6728155","-73.98352355","5 Ave & 3 St"
"543","E 82 St & East End Ave","40.7724607","-73.9468208","E 82 St & East End Ave"
"544","E 78 St & 2 Ave","40.7727966","-73.95577801","E 78 St & 2 Ave"
"545","4 Ave & 2 St","40.6746134224758","-73.9850114285946","4 Ave & 2 St"
"546","E 74 St & 1 Ave","40.7689738","-73.95482273","E 74 St & 1 Ave"
"547","3 St & 3 Ave","40.6750705","-73.98775226","3 St & 3 Ave"
"548","Central Park North & Adam Clayton Powell Blvd","40.799484","-73.955613","Central Park North & Adam Clayton Powell Blvd"
"549","3 Ave & E 72 St","40.7699426","-73.96060712","3 Ave & E 72 St"
"550","E 65 St & 2 Ave","40.7647185194434","-73.962220698595","E 65 St & 2 Ave"
"551","Carroll St & Bond St","40.6786115","-73.99037292","Carroll St & Bond St"
"552","E 76 St & Park Ave","40.773763","-73.96222088","E 76 St & Park Ave"
"553","E 103 St & Lexington Ave","40.7903051","-73.94755757","E 103 St & Lexington Ave"
"554","3 St & Hoyt St","40.6777287","-73.99364123","3 St & Hoyt St"
"555","Carroll St & Smith St","40.680611","-73.99475825","Carroll St & Smith St"
"556","Cathedral Pkwy & Broadway","40.804213","-73.96699104","Cathedral Pkwy & Broadway"
"557","Smith St & 3 St","40.6787242","-73.99599099","Smith St & 3 St"
"558","1 Pl & Clinton St","40.6809591","-73.99905709","1 Pl & Clinton St"
"559","E 106 St & Madison Ave","40.7934337","-73.94945003","E 106 St & Madison Ave"
"560","President St & Henry St","40.6828003","-73.99990419","President St & Henry St"
"561","Carroll St & Columbia St","40.6830456","-74.00348559","Carroll St & Columbia St"
"562","E 109 St & 3 Ave","40.79329668","-73.9432083","E 109 St & 3 Ave"
"563","E 106 St & 1 Ave","40.7892529","-73.93956237","E 106 St & 1 Ave"
"564","Commerce St & Van Brunt St","40.6812117","-74.00860912","Commerce St & Van Brunt St"
"565","Richards St & Delavan St","40.6794327","-74.00785041","Richards St & Delavan St"
"566","Columbia St & W 9 St","40.6769993","-74.00647134","Columbia St & W 9 St"
"567","Henry St & W 9 St","40.6763744","-74.00324957","Henry St & W 9 St"
"568","Clinton St & 4 Place","40.6783563","-74.00014502","Clinton St & 4 Place"
"569","Court St & Nelson St","40.6763947","-73.99869893","Court St & Nelson St"
"570","Smith St & 9 St","40.6746957","-73.99785768","Smith St & 9 St"
"571","7 St & 3 Ave","40.6726029815013","-73.9898300170898","7 St & 3 Ave"
"572","E 110 St & Madison Ave","40.7961535","-73.94782145","E 110 St & Madison Ave"
"573","2 Ave & 9 St","40.6724811","-73.99331394","2 Ave & 9 St"
"574","Court St & State St","40.6902375","-73.99203074","Court St & State St"
"575","4 Ave & 9 St","40.6705135","-73.98876585","4 Ave & 9 St"
"576","7 St & 5 Ave","40.6704922","-73.98541675","7 St & 5 Ave"
"577","5 St & 6 Ave","40.6704836","-73.98208968","5 St & 6 Ave"
"578","Union St & Nevins St","40.6790979972168","-73.9876547455788","Union St & Nevins St"
"579","Congress St & Clinton St","40.6881529","-73.99520919","Congress St & Clinton St"
"580","Bergen St & Smith St","40.6867443","-73.99063168","Bergen St & Smith St"
"581","Dean St & Hoyt St","40.6864442","-73.98759104","Dean St & Hoyt St"
"582","Bond St & Bergen St","40.6849668","-73.98620772","Bond St & Bergen St"
"583","Pacific St & Nevins St","40.6853761","-73.98302136","Pacific St & Nevins St"
"584","Wyckoff St & 3 Ave","40.6827549","-73.98258555","Wyckoff St & 3 Ave"
"585","Bergen St & Flatbush Ave","40.6809447234773","-73.9756733179092","Bergen St & Flatbush Ave"
"586","Prospect Pl & 6 Ave","40.6793307","-73.97519523","Prospect Pl & 6 Ave"
"587","7 Ave & Park Pl","40.6776147","-73.97324283","7 Ave & Park Pl"
"588","Baltic St & 5 Ave","40.6795766","-73.97854971","Baltic St & 5 Ave"
"589","Plaza St West & Flatbush Ave","40.6750207","-73.97111473","Plaza St West & Flatbush Ave"
"590","Douglass St & 4 Ave","40.6792788","-73.98154004","Douglass St & 4 Ave"
"591","Douglass St & 3 Ave","40.6802133","-73.98432695","Douglass St & 3 Ave"
"592","Columbia St & Degraw St","40.6859296","-74.00242364","Columbia St & Degraw St"
"593","West Drive & Prospect Park West","40.6610633719006","-73.9794525504112","West Drive & Prospect Park West"
"594","E 106 St & Lexington Ave","40.791976","-73.945993","E 106 St & Lexington Ave"
"595","2 Ave & E 104 St","40.7892105","-73.94370784","2 Ave & E 104 St"
"596","Lafayette St & Jersey St","40.7243052725033","-73.9960098266602","Lafayette St & Jersey St"
"597","Hanson Pl & Ashland Pl","40.6850680730818","-73.9779075980186","Hanson Pl & Ashland Pl"
"598","Richardson St & N Henry St","40.7190789117956","-73.9422369003296","Richardson St & N Henry St"
"599","E 35 St & 3 Ave","40.746524","-73.977885","E 35 St & 3 Ave"
"600","W 88 St & West End Ave","40.7902541733042","-73.9771834015846","W 88 St & West End Ave"
"601","Grand St & Elizabeth St","40.718822","-73.99596","Grand St & Elizabeth St"
"602","Riverside Dr & W 91 St","40.7931348098666","-73.9770036935806","Riverside Dr & W 91 St"
"603","Fulton St & Adams St","40.6924182925785","-73.989494740963","Fulton St & Adams St"
"604","Eckford St & Engert Ave","40.7214625622982","-73.9480090141296","Eckford St & Engert Ave"
"605","Bayard St & Leonard St","40.7191557169604","-73.9488539099693","Bayard St & Leonard St"
"606","Devoe St & Lorimer St","40.7133522622288","-73.9491033554077","Devoe St & Lorimer St"
"607","Leonard St & Maujer St","40.7103685423523","-73.9470595121384","Leonard St & Maujer St"
"608","Jackson St & Leonard St","40.7163803197356","-73.9482128620148","Jackson St & Leonard St"
"609","E 58 St & Madison Ave","40.7630259428052","-73.9720952510834","E 58 St & Madison Ave"
"610","W 55 St & 6 Ave","40.763093872708","-73.9783501625061","W 55 St & 6 Ave"
"611","E 53 St & 3 Ave","40.7576322773944","-73.9693057537079","E 53 St & 3 Ave"
"612","Murray St & Greenwich St","40.7148515052625","-74.0112233161926","Murray St & Greenwich St"
"613","E 16 St & Irving Pl","40.7353670556054","-73.9879739284515","E 16 St & Irving Pl"
"614","W Broadway & Spring Street","40.7249467235942","-74.0016585588455","W Broadway & Spring Street"
"615","India St & West St","40.7318140172097","-73.9599502086639","India St & West St"
"616","W 15 St & 10 Ave","40.742753828659","-74.0074735879898","W 15 St & 10 Ave"
"617","6 Ave & Spring St","40.7252556952547","-74.0041208267212","6 Ave & Spring St"
"618","39 St & 2 Ave - Citi Bike HQ at Industry City","40.6553997744783","-74.0106278657913","39 St & 2 Ave - Citi Bike HQ at Industry City"
"619","2 Ave & 36 St - Citi Bike HQ at Industry City","40.6570886666848","-74.0087020397186","2 Ave & 36 St - Citi Bike HQ at Industry City"
"620","York St","40.71649","-74.04105","York St"
"621","Montgomery St","40.71942","-74.05099","Montgomery St"
"622","Schermerhorn St & Bond St","40.6884174275408","-73.9845165610313","Schermerhorn St & Bond St"
"623","E 116 St & 2 Ave","40.796879","-73.937261","E 116 St & 2 Ave"
"624","E 118 St & 1 Ave","40.79747","-73.93504","E 118 St & 1 Ave"
"625","E 118 St & Park Ave","40.8005385","-73.9419949","E 118 St & Park Ave"
"626","E 118 St & 3 Ave","40.799139","-73.9389152","E 118 St & 3 Ave"
"627","E 115 St & Lexington Ave","40.797911","-73.9423","E 115 St & Lexington Ave"
"628","E 114 St & 1 Ave","40.7945663","-73.9362541","E 114 St & 1 Ave"
"629","1 Ave & E 110 St","40.7923272","-73.9383","1 Ave & E 110 St"
"630","Pleasant Ave & E 116 St","40.7949879","-73.9333349","Pleasant Ave & E 116 St"
"631","Pleasant Ave & E 120 St","40.7974772","-73.9311847","Pleasant Ave & E 120 St"
"632","2 Ave & E 122 St","40.8006721","-73.9349","2 Ave & E 122 St"
"633","E 115 St & Madison Ave","40.7989445","-73.944846","E 115 St & Madison Ave"
"634","E 118 St & Madison Ave","40.8014866","-73.9442507","E 118 St & Madison Ave"
"635","Lexington Ave & E 111 St","40.7954121","-73.9441232","Lexington Ave & E 111 St"
"636","Madison Ave & E 120 St","40.80295","-73.942954","Madison Ave & E 120 St"
"637","E 123 St & Lexington Ave","40.8029263","-73.9379","E 123 St & Lexington Ave"
"638","Lexington Ave & E 127 St","40.805726","-73.936322","Lexington Ave & E 127 St"
"639","Lexington Ave & E 120 St","40.8013066","-73.9398167","Lexington Ave & E 120 St"
"640","Park Ave & E 124 St","40.8045555","-73.9396861","Park Ave & E 124 St"
"641","St Nicholas Ave & Manhattan Ave","40.809725","-73.953149","St Nicholas Ave & Manhattan Ave"
"642","Lenox Ave & W 115 St","40.8011939","-73.9500739","Lenox Ave & W 115 St"
"643","Adam Clayton Powell Blvd & W 123 St","40.8078316","-73.949373","Adam Clayton Powell Blvd & W 123 St"
"644","Adam Clayton Powell Blvd & W 115 St","40.802535","-73.9532423","Adam Clayton Powell Blvd & W 115 St"
"645","27 Ave & 4 St","40.7747175","-73.9337894","27 Ave & 4 St"
"646","21 St & Hoyt Ave S","40.774645","-73.923706","21 St & Hoyt Ave S"
"647","Astoria Park S & Shore Blvd","40.7767","-73.927631","Astoria Park S & Shore Blvd"
"648","24 Ave & 26 St","40.774591","-73.918544","24 Ave & 26 St"
"649","31 St & Astoria Blvd","40.7699176","-73.9184057","31 St & Astoria Blvd"
"650","31 St & Hoyt Ave N","40.7711528","-73.9170074","31 St & Hoyt Ave N"
"651","Lenox Ave & W 126 St","40.808442","-73.9452087","Lenox Ave & W 126 St"
"652","Adam Clayton Powell Blvd & W 118 St","40.804372","-73.951475","Adam Clayton Powell Blvd & W 118 St"
"653","Lenox Ave & W 111 St","40.7987859","-73.9523","Lenox Ave & W 111 St"
"654","37 St & 24 Ave","40.7701477","-73.9120938","37 St & 24 Ave"
"655","24 Ave & 29 St","40.7729","-73.916142","24 Ave & 29 St"
"656","19 St & 24 Ave","40.7774552","-73.9225403","19 St & 24 Ave"
"657","23 Ave & 27 St","40.776165","-73.9153175","23 Ave & 27 St"
